360,50,M,13
361,18,M,18
362,35,F,8
363,18,M,18
364,56,M,4
365,25,M,9
366,18,F,18
367,1,M,18
368,18,M,18
369,18,M,18
370,50,M,20
371,35,M,4
372,25,F,18
373,18,F,13
374,35,M,6
375,1,M,5
376,25,F,13
377,18,M,18
378,35,M,18
379,35,M,14
380,25,M,4
381,25,M,1
382,45,M,4
383,35,M,0
384,50,M,14
385,35,M,20
386,35,M,16
387,25,M,5
388,25,M,13
389,35,F,20
390,35,F,20
391,18,M,18
392,50,M,20
393,18,M,18
394,25,M,0
395,35,M,13
396,56,M,4
397,1,M,18
398,35,M,13
399,25,M,13
400,25,F,0
401,45,F,7
402,25,M,4
403,35,M,13
404,25,F,14
405,18,F,7
406,50,M,3
407,25,M,4
408,18,M,18
409,45,M,0
410,25,F,1
411,25,M,3
412,25,M,3
413,50,M,3
414,18,M,14
415,35,M,3
416,18,F,18
417,25,F,13
418,50,F,12
419,35,M,9
420,50,M,3
421,35,F,14
422,25,M,5
423,56,M,13
424,35,F,11
425,18,M,18
426,50,M,3
427,50,M,2
428,25,M,18
429,25,M,18
430,35,M,17
431,18,M,11
432,18,M,5
433,25,M,1
434,1,F,18
435,18,M,4
436,25,F,0
437,25,F,13
438,50,F,0
439,18,F,0
440,25,M,13
441,50,M,19
442,18,M,18
443,35,M,16
444,50,F,9
445,18,M,20
446,56,M,3
447,25,M,0
448,18,M,5
449,18,M,10
450,35,F,3
451,1,M,18
452,35,M,0
453,18,M,18
454,56,M,13
455,45,M,0
456,18,M,19
457,25,F,16
458,45,M,19
459,18,M,18
460,35,F,13
461,1,M,18
462,18,F,18
463,45,F,7
464,56,M,20
465,25,M,13
466,18,M,18
467,25,M,4
468,25,M,4
469,56,M,3
470,18,M,14
471,1,M,18
472,18,M,18
473,25,M,18
474,50,M,6
475,25,M,14
476,25,M,18
477,18,F,18
478,25,M,13
479,25,M,3
480,56,M,15
481,56,M,15
482,18,F,18
483,25,M,17
484,25,M,18
485,35,F,3
486,35,M,3
487,18,M,4
488,45,M,19
489,50,M,13
490,25,F,1
491,35,F,20
492,56,M,3
493,18,M,4
494,35,F,0
495,25,M,4
496,18,F,18
497,18,M,18
498,25,M,20
499,35,M,14
500,25,M,0
501,18,M,18
502,18,M,18
503,50,F,20
504,35,F,20
505,25,F,13
506,45,M,14
507,18,F,20
508,25,M,11
509,18,M,0
510,25,M,13
511,18,M,18
512,25,M,13
513,35,M,0
514,25,M,14
515,50,M,11
516,50,F,10
517,18,M,18
518,45,F,20
519,18,M,13
520,56,M,7
521,18,M,18
522,35,M,4
523,50,F,0
524,56,M,3
525,25,F,0
526,25,M,11
527,25,M,10
528,18,M,18
529,45,F,0
530,25,M,4
531,25,F,16
532,18,M,18
533,35,M,10
534,18,M,18
535,45,F,3
536,35,M,4
537,35,M,4
538,25,M,17
539,50,F,0
540,25,M,4
541,18,F,18
542,18,M,18
543,25,M,17
544,35,F,13
545,25,M,19
546,35,M,6
547,50,M,3
548,50,M,20
549,35,M,17
550,1,F,18
551,25,M,14
552,45,M,13
553,56,M,3
554,25,M,17
555,25,F,3
556,35,F,3
557,25,F,20
558,56,F,20
559,56,M,6
560,25,M,18
561,18,M,4
562,50,F,0
563,35,F,10
564,56,M,15
565,35,M,18
566,18,M,18
567,18,M,5
568,35,M,3
569,25,M,3
570,25,M,3
571,25,M,1
572,50,M,3
573,56,M,15
574,56,M,3
575,25,M,11
576,45,M,6
577,35,F,18
578,25,M,0
579,25,M,3
580,1,M,18
581,35,M,13
582,1,M,18
583,35,M,4
584,25,M,18
585,56,M,10
586,18,M,18
587,25,M,13
588,18,F,18
589,18,M,9
590,50,M,3
591,56,F,10
592,18,M,18
593,25,F,3
594,45,M,3
595,25,M,14
596,18,M,1
597,18,M,13
598,35,F,11
599,18,F,18
600,25,M,14
601,18,F,1
602,45,F,13
603,18,M,14
604,35,M,3
605,25,M,4
606,25,M,14
607,45,F,7
608,18,M,13
609,1,F,18
610,18,M,18
611,45,M,10
612,35,M,3
613,35,F,11
614,50,M,3
615,35,M,3
616,50,M,17
617,25,F,20
618,1,F,18
619,1,M,18
620,18,F,20
621,1,M,18
622,25,M,14
623,50,F,3
624,18,M,18
625,25,M,14
626,18,M,17
627,18,M,4
628,1,M,12
629,45,F,13
630,25,F,7
631,18,F,18
632,18,M,18
633,35,M,14
634,35,M,4
635,18,M,13
636,45,M,3
637,25,M,13
638,45,M,4
639,35,F,10
640,18,M,18
641,18,M,18
642,18,F,18
643,35,M,17
644,50,M,15
645,25,M,14
646,1,F,18
647,35,M,3
648,35,M,4
649,18,M,18
650,35,M,4
651,56,M,15
652,35,M,13
653,25,M,6
654,25,F,18
655,50,F,7
656,45,M,3
657,25,F,12
658,25,M,14
659,25,M,3
660,25,M,18
661,25,M,14
662,50,M,10
663,25,M,13
664,25,M,4
665,25,M,0
666,35,M,0
667,35,M,10
668,25,F,20
669,35,M,13
670,25,M,19
671,18,M,14
672,50,F,0
673,50,M,3
674,1,F,18
675,25,M,13
676,25,M,14
677,18,M,13
678,50,M,3
679,18,F,18
680,25,M,9
681,35,F,11
682,18,M,14
683,35,M,10
684,25,M,18
685,25,F,10
686,25,M,3
687,25,F,7
688,35,F,0
689,25,M,13
690,35,M,16
691,25,M,3
692,25,M,4
693,35,F,7
694,56,M,14
695,25,M,20
696,50,M,13
697,25,M,13
698,25,F,14
699,35,M,13
700,1,M,18
701,50,F,10
702,35,M,13
703,25,M,3
704,50,F,10
705,18,F,18
706,18,M,18
707,56,F,10
708,25,F,8
709,18,M,13
710,18,M,18
711,18,F,18
712,18,F,18
713,35,F,13
714,25,M,4
715,18,M,19
716,35,F,0
717,18,M,19
718,35,M,19
719,35,F,13
720,45,F,0
721,18,F,5
722,50,F,8
723,25,M,6
724,25,M,6
725,18,M,18
726,25,F,0
727,25,M,18
728,56,M,6
729,18,M,18
730,25,F,17
731,35,F,3
732,25,F,13
733,35,F,13
734,25,F,13
735,25,F,7
736,45,F,20
737,25,M,14
738,35,M,19
739,35,M,19
740,25,F,3
741,25,M,20
742,35,M,18
743,25,M,14
744,35,M,11
745,35,M,20
746,25,M,4
747,18,M,13
748,25,M,0
749,25,M,13
750,25,M,0
751,18,F,13
752,56,M,15
753,56,M,16
754,56,F,10
755,35,F,3
756,25,F,12
757,25,M,18
758,25,M,18
759,18,F,18
760,35,F,13
761,1,M,18
762,25,M,0
763,25,M,17
764,25,F,3
765,25,M,18
766,35,M,13
767,56,M,4
768,25,M,0
769,35,M,6
770,25,M,18
771,25,M,18
772,50,M,20
773,18,M,18
774,25,M,18
775,45,M,6
776,25,M,10
777,56,M,14
778,25,M,18
779,25,M,18
780,45,M,14
781,18,M,18
782,18,F,1
783,25,M,11
784,45,M,0
785,25,M,4
786,35,F,4
787,18,F,18
788,50,M,0
789,25,M,13
790,25,M,19
791,25,M,3
792,35,M,14
793,18,M,18
794,25,M,3
795,25,M,14
796,25,F,20
797,35,F,13
798,35,F,20
799,45,F,0
800,25,M,14
801,18,M,20
802,35,M,0
803,56,M,0
804,35,M,3
805,25,F,13
806,25,M,11
807,35,F,7
808,45,M,16
809,50,F,11
810,50,F,13
811,35,F,3
812,18,M,19
813,1,F,18
814,25,M,13
815,25,M,13
816,25,M,13
817,18,M,18
818,25,M,10
819,56,M,0
820,18,M,18
821,35,M,4
822,25,F,10
823,25,M,1
824,25,M,13
825,35,M,4
826,25,M,1
827,18,F,4
828,25,M,10
829,45,M,20
830,45,M,14
831,18,M,13
832,18,M,19
833,25,M,20
834,25,M,13
835,35,F,6
836,35,M,1
837,35,F,1
838,18,M,18
839,35,F,5
840,35,M,1
841,45,M,2
842,35,M,20
843,35,M,10
844,18,M,4
845,56,M,2
846,25,M,9
847,25,M,18
848,45,M,4
849,1,F,18
850,25,M,19
851,18,M,13
852,45,M,0
853,45,M,20
854,25,F,18
855,50,M,10
856,35,F,11
857,35,F,0
858,56,M,3
859,18,F,13
860,56,F,15
861,35,F,18
862,25,M,6
863,1,M,18
864,25,M,14
865,25,M,1
866,45,M,13
867,18,M,17
868,18,M,14
869,25,M,18
870,18,M,18
871,25,M,6
872,18,F,18
873,45,F,0
874,35,M,17
875,18,F,18
876,35,M,13
877,25,M,13
878,50,F,3
879,25,F,0
880,1,M,18
881,35,M,11
882,35,M,4
883,45,M,10
884,35,M,4
885,25,F,13
886,18,M,18
887,1,F,18
888,35,M,17
889,18,M,19
890,25,M,18
891,50,F,0
892,35,M,13
893,25,M,18
894,45,M,3
895,25,F,10
896,25,M,20
897,25,M,13
898,18,M,8
899,25,M,13
900,56,M,15
901,35,M,6
902,45,F,1
903,25,M,3
904,1,F,18
905,25,M,13
906,45,M,10
907,25,F,13
908,35,F,10
909,50,F,3
910,25,M,7
911,35,F,20
912,50,M,13
913,25,M,18
914,35,F,13
915,50,M,5
916,25,M,4
917,18,F,18
918,35,M,17
919,25,M,13
920,25,F,1
921,18,F,18
922,25,F,0
923,18,M,18
924,25,M,13
925,18,F,16
926,45,M,5
927,18,M,14
928,18,M,18
929,35,M,17
930,25,F,17
931,56,M,3
932,56,M,3
933,25,M,18
934,56,M,4
935,35,M,2
936,18,M,13
937,45,M,3
938,35,F,19
939,25,F,18
940,25,M,0
941,18,M,18
942,45,F,10
943,18,M,18
